,logFC,logCPM,F,PValue,FDR
WBGene00000500,0.180181961,4.300976682,4.793650417,0.042633524,0.174631156
WBGene00000501,-0.11182919,5.130123827,0.867079857,0.364653367,0.627768662
WBGene00000502,-0.134117433,5.196100764,3.341612611,0.084949506,0.2759385
WBGene00000503,1.738432008,4.850224024,10.67162729,0.004490217,0.034557739
WBGene00000506,-0.162926962,2.130353434,0.63899312,0.434977971,0.687801501
WBGene00000507,0.138891921,4.004552294,2.175240439,0.158319593,0.398847658
WBGene00000508,0.070743265,6.52104309,0.525265221,0.478349812,0.720008878
WBGene00000509,-0.056973013,5.717263755,0.552514045,0.467326112,0.712668633
WBGene00000510,-0.107975788,4.517023799,1.340236758,0.262818218,0.531652934
WBGene00000511,-0.026118235,3.260598747,0.044946907,0.83459398,0.927107763
WBGene00000512,-0.017483622,2.358437182,0.008158686,0.929072274,0.97206811
WBGene00000513,-0.105025355,0.863951117,0.204726704,0.656587847,0.837673622
WBGene00000514,0.115708798,2.892082001,0.59438026,0.451193178,0.69984925
WBGene00000515,-0.037328807,3.649902156,0.076401905,0.78552836,0.904410806
WBGene00000516,-0.057920958,5.299034938,0.326143552,0.575326458,0.788063643
WBGene00000517,0.251556853,4.3051094,7.028454786,0.016686732,0.092369793
WBGene00000518,-0.204984118,5.349958334,6.777794383,0.018428062,0.09910648
WBGene00000519,-0.204364452,3.723417611,1.711157288,0.208050499,0.467742449
WBGene00000520,0.01533657,4.412964739,0.017302889,0.89687441,0.957035855
WBGene00000521,1.709203309,0.331318198,6.354627403,0.021858231,0.11153855
WBGene00000522,0.307535001,3.078337691,8.342410718,0.01012389,0.064179969
WBGene00000523,-0.206944429,2.485590656,1.612289056,0.221083393,0.481943424
WBGene00000524,-0.131672549,2.276157665,0.491877888,0.492472879,0.730792235
WBGene00000526,-0.006647699,3.304250793,0.002808289,0.958347965,0.984304438
WBGene00000527,-0.084124541,5.535611411,1.261975241,0.276715256,0.544207896
WBGene00000528,-0.344762593,6.121792543,15.00074593,0.001198397,0.012686031
WBGene00000529,-0.277175405,5.217816422,13.29459698,0.00196642,0.018613557
WBGene00000530,0.179353524,5.57627859,3.147449867,0.0937507,0.293303267
WBGene00000531,-0.281918717,3.995718593,7.077838539,0.01636615,0.091187328
WBGene00000532,0.081011278,6.225757684,0.858214626,0.367057585,0.630057606
WBGene00000533,0.045888295,5.391675621,0.35599033,0.558514816,0.775923246
WBGene00000534,0.228350724,6.02810898,9.093227685,0.007717166,0.052162859
WBGene00000535,1.426271416,4.065658866,85.08743338,4.52E-08,3.41E-06
WBGene00000536,-0.118098149,3.519280564,1.143451748,0.299703848,0.567307754
WBGene00000537,0.04570937,4.833847643,0.205421014,0.656046648,0.83738669
WBGene00000539,-0.704958762,1.610936689,9.931140451,0.005762201,0.041628023
WBGene00000540,0.060523417,3.375553149,0.273748118,0.607504779,0.806635628
WBGene00000541,-0.541345727,2.218221254,8.617545466,0.009155092,0.059683128
WBGene00000542,0.220122747,8.802128594,13.19231726,0.002027652,0.019019245
WBGene00000543,0.033051521,4.732040918,0.095389374,0.76114448,0.892183096
WBGene00000544,1.476270032,0.361954309,9.184895442,0.00747041,0.050802994
WBGene00000545,0.198549198,6.600380354,1.721402354,0.206756524,0.466352613
WBGene00000547,0.01115093,6.003261165,0.021754059,0.884458624,0.951493904
WBGene00000548,-0.109399037,7.482377623,2.26124964,0.150789157,0.389178354
WBGene00000549,0.151865019,6.495498634,0.58206395,0.455842842,0.702790292
WBGene00000550,-0.226721674,7.800677124,6.479349415,0.020776981,0.107612582
WBGene00000551,3.211389999,2.132366606,13.02557609,0.002132122,0.019743582
WBGene00000552,0.169875296,9.617774196,4.900270422,0.040644636,0.169795926
WBGene00000553,-0.082468919,5.464946282,0.765616492,0.393632844,0.653468638
WBGene00000554,0.03413735,6.159164835,0.201005356,0.659507699,0.838752573
WBGene00000556,-0.397827581,0.429436103,0.688019887,0.418203756,0.673359786
WBGene00000557,-1.128771712,3.681100502,25.20239846,0.000101537,0.001747598
WBGene00000558,-0.345122994,2.677100842,1.215761784,0.285385419,0.554211828
WBGene00000560,-0.606673836,0.698693083,2.105204564,0.164794849,0.409149726
WBGene00000561,0.00430903,2.1424018,0.000564774,0.981313649,0.994002754
WBGene00000562,0.497793738,3.909166145,1.238780153,0.281021982,0.548467603
WBGene00000563,-0.317934713,1.368373218,1.37778947,0.256477842,0.524273242
WBGene00000564,0.053773851,5.644569914,0.810940834,0.380279993,0.641412671
WBGene00000565,0.046957889,4.96529567,0.271823738,0.608760213,0.807667583
WBGene00000566,-0.158968665,6.520352152,7.63732481,0.013182774,0.077502948
WBGene00000567,0.147419216,7.572149131,6.29907084,0.022360398,0.113422081
WBGene00000583,-0.064558057,2.836946973,0.217013883,0.647170236,0.832686556
WBGene00000584,0.245244898,2.57448573,3.00286696,0.101009911,0.306562435
WBGene00000585,-0.013875537,4.851861864,0.029322569,0.866035012,0.942534286
WBGene00000591,0.038100578,5.67924007,0.314016902,0.582452796,0.791590086
WBGene00000592,-0.076280124,2.143079487,0.082643006,0.777182421,0.899954267
WBGene00000594,0.850763571,8.668357314,21.07168416,0.000253176,0.003656001
WBGene00000596,0.910190723,0.2700877,10.46202086,0.004814866,0.036399081
WBGene00000597,-0.302607164,0.332078486,0.647175791,0.432105228,0.685800011
WBGene00000601,-0.239947476,0.963152532,0.503105824,0.487644194,0.726560068
WBGene00000603,0.66904936,2.697362008,0.815917,0.378855314,0.640101098
WBGene00000611,0.228508789,4.232137943,0.861362273,0.366201309,0.629162936
WBGene00000612,-0.364192905,0.312335036,1.193983707,0.289598299,0.557870338
WBGene00000616,1.463420757,6.435834957,67.87744129,2.24E-07,1.20E-05
WBGene00000617,0.259366957,-0.5775488,0.193480074,0.665513655,0.84194522
WBGene00000618,0.101522326,0.320206586,0.056912449,0.814263714,0.917787022
WBGene00000621,-0.112285927,-0.131644849,0.053037287,0.820577163,0.919834432
WBGene00000625,0.505695785,2.715433186,0.42501957,0.523061132,0.751929563
WBGene00000627,0.937424789,0.635431659,0.479871081,0.497729232,0.733485055
WBGene00000630,0.119231426,2.231784645,0.446510193,0.512866094,0.745649174
WBGene00000637,-0.473164796,-0.022386454,1.484442972,0.239531628,0.505062178
WBGene00000638,0.836918537,0.223718016,4.276357808,0.054030128,0.204330432
WBGene00000641,-0.225566173,1.476736412,0.172015509,0.683454431,0.850678107
WBGene00000644,-0.125777664,-0.426936936,0.053584474,0.819671224,0.919686851
WBGene00000645,-0.178364727,1.963022182,0.751902505,0.397812237,0.656564951
WBGene00000647,0.27124004,1.666413856,0.898402484,0.356339992,0.620011907
WBGene00000650,0.86871988,2.924868893,1.085184468,0.311964516,0.579465491
WBGene00000652,0.207450169,3.488921446,1.556016895,0.228969263,0.491588528
WBGene00000653,0.682206047,1.949197433,12.9007032,0.002214322,0.020258809
WBGene00000655,0.044642194,-0.103963654,0.017470255,0.896379907,0.956649062
WBGene00000656,2.531400096,6.535325226,169.3457406,2.48E-10,5.28E-08
WBGene00000662,0.544815154,0.922672822,3.016043687,0.100321371,0.305096123
WBGene00000664,0.354460701,2.532616285,6.167492835,0.023603034,0.117787594
WBGene00000666,1.401589168,3.577954854,44.00430139,3.99E-06,0.000125034
WBGene00000671,-0.582426965,1.43184099,4.569776013,0.047186169,0.186887665
WBGene00000672,0.493373211,2.259227323,0.333785464,0.570926191,0.785337556
WBGene00000673,3.319881797,8.715775013,211.1122837,4.33E-11,1.39E-08
WBGene00000674,-0.275480173,3.920805285,4.130950294,0.057844117,0.213576466
WBGene00000675,0.264161996,2.353641324,1.888945971,0.186967497,0.439410948
WBGene00000677,2.289925585,8.828984547,107.4032685,8.15E-09,8.38E-07
WBGene00000678,0.229056273,0.949959777,0.171783722,0.683655225,0.850678107
WBGene00000679,-0.665343846,-0.434334413,2.663447668,0.120852538,0.340738322
WBGene00000681,1.424226331,8.491386464,38.53384382,9.07E-06,0.000247044
WBGene00000682,0.533146259,-0.859154408,0.697130413,0.418144115,0.673359786
WBGene00000683,0.857307738,2.119962932,1.332044219,0.264228892,0.5333498
WBGene00000685,0.234236076,0.877250082,0.317626312,0.580312822,0.7904748
WBGene00000687,0.275975988,2.382318929,0.11255104,0.741316109,0.880757325
WBGene00000691,0.838262066,8.604294443,19.20647654,0.000396082,0.005175848
WBGene00000692,-0.078946562,5.111565874,0.206484325,0.655219971,0.837148594
WBGene00000693,0.151721221,0.078592464,0.110562299,0.743523532,0.88195413
WBGene00000694,0.414011562,0.340033566,1.707882757,0.208466245,0.468189452
WBGene00000696,-0.059486542,0.677554335,0.036913644,0.849891346,0.934422684
WBGene00000698,0.591297574,1.351002654,1.813689937,0.195547094,0.450753338
WBGene00000699,0.814029788,1.603447495,3.623476331,0.073842769,0.250791986
WBGene00000700,0.23609207,0.293491187,0.391544441,0.539704809,0.763561431
WBGene00000701,-0.205099628,0.352814755,0.356122215,0.558442696,0.775923246
WBGene00000703,-0.092088013,1.744568223,0.163646088,0.690808402,0.853049883
WBGene00000704,-0.437254574,0.706104762,1.290479521,0.271542882,0.539532226
WBGene00000710,1.418127893,-0.308904326,8.187493103,0.010720126,0.066619239
WBGene00000715,1.129788326,1.963881864,19.55934328,0.000363252,0.004838304
WBGene00000717,0.564568317,0.594930787,2.779272728,0.113597517,0.328797411
WBGene00000719,0.868909204,5.667422061,22.72590661,0.000173506,0.002686375
WBGene00000720,0.833764182,6.794288544,19.26183301,0.000390719,0.00511499
WBGene00000721,-0.251895211,0.208557894,0.412538556,0.529153731,0.756560366
WBGene00000722,0.2803017,1.385461421,0.944671067,0.344552273,0.60945338
WBGene00000723,0.092183045,2.755837453,0.515193724,0.482536221,0.723129999
WBGene00000724,0.046397392,-0.099586001,0.01767695,0.895772519,0.95649391
WBGene00000725,0.468729069,-0.258122688,0.660445165,0.427510173,0.681083162
WBGene00000726,-0.550227128,3.098789681,22.8700063,0.00016802,0.002615414
WBGene00000727,0.214250401,3.729255241,1.654815106,0.215353569,0.476269474
WBGene00000728,0.498775861,3.592773529,5.346506674,0.033399589,0.149344907
WBGene00000730,0.830830527,0.333242542,10.03806491,0.005555639,0.040458456
WBGene00000732,1.477808494,4.87427019,53.67921871,1.10E-06,4.36E-05
WBGene00000733,1.470128812,7.533022971,50.30037347,1.69E-06,6.13E-05
WBGene00000734,-0.528222572,1.482494802,2.824819231,0.110888142,0.32379427
WBGene00000735,-0.089359888,0.39086662,0.09941937,0.756321418,0.889221584
WBGene00000736,0.409868783,0.950060338,2.183499862,0.157576739,0.398319891
WBGene00000738,1.353524104,1.926942919,3.112865364,0.095429266,0.296313238
WBGene00000739,0.769701868,7.696496553,12.34210676,0.002628363,0.023015249
WBGene00000740,0.266347736,4.512837186,1.36215105,0.259093425,0.52735701
WBGene00000741,0.049772213,3.451834799,0.054570867,0.818050385,0.919065458
WBGene00000742,0.243035879,1.976842867,1.023093531,0.325806513,0.594209412
WBGene00000743,-0.415065618,1.146746594,2.205687062,0.155602289,0.395512263
WBGene00000745,0.86464464,0.798950452,14.45835515,0.001398216,0.014278384
WBGene00000747,0.673454324,0.689548168,6.214023359,0.02315481,0.116070395
WBGene00000748,0.678454691,-0.350820422,3.737506321,0.069839369,0.241669564
WBGene00000749,3.724356221,2.302340831,72.75960031,1.38E-07,8.16E-06
WBGene00000750,0.054577155,1.71944847,0.047271314,0.830439904,0.92496619
WBGene00000753,0.566376728,5.222956867,5.159714901,0.036235107,0.157457024
WBGene00000754,-0.753954428,1.790491666,14.5005756,0.001381388,0.014177813
WBGene00000757,0.254664936,-0.297228682,0.331244939,0.572381466,0.786044373
WBGene00000759,-0.068482162,1.156649967,0.051217571,0.823625962,0.921057754
WBGene00000761,-0.205156149,5.463928488,5.152648279,0.036347684,0.15770977
WBGene00000762,-6.26E-05,3.641847714,3.32E-07,0.999546969,0.999807117
WBGene00000763,-0.066171711,4.706121368,0.535923573,0.473986227,0.717090344
WBGene00000764,0.167256824,3.179969249,2.636092709,0.122646338,0.344130498
WBGene00000765,-0.031281985,4.29529397,0.11235874,0.741528598,0.880757325
WBGene00000766,-0.040574502,5.243368524,0.290790401,0.596627367,0.80030751
WBGene00000767,-0.106187463,5.622692603,2.471096458,0.134172638,0.36283446
WBGene00000768,0.043623687,4.98696391,0.342026322,0.566256413,0.782063083
WBGene00000770,0.524741061,0.385976661,2.418045227,0.138153939,0.36898763
WBGene00000771,0.350836014,0.372854953,1.2676898,0.275667808,0.543386545
WBGene00000772,0.710081887,2.235762298,2.834477789,0.110323556,0.323187584
WBGene00000773,0.22499941,3.987439236,6.688451475,0.019097971,0.10197782
WBGene00000774,0.077631313,4.600734421,0.734211779,0.403303834,0.661611859
WBGene00000775,0.260044766,3.186473475,2.947602795,0.103959559,0.312289531
WBGene00000776,-0.176485037,8.600775942,8.212881189,0.010619748,0.066270443
WBGene00000777,0.056136084,4.982347382,0.155199211,0.698457354,0.857348401
WBGene00000778,0.004391088,1.19115705,0.000250021,0.987566336,0.996297344
WBGene00000779,1.10059622,6.795450289,79.28668279,7.50E-08,5.01E-06
WBGene00000780,0.338054387,3.499819524,0.662742579,0.426722441,0.680552954
WBGene00000781,-1.803294099,7.681631415,123.0256328,2.93E-09,3.63E-07
WBGene00000782,5.146110246,6.167509604,293.0853871,3.06E-12,1.78E-09
WBGene00000783,-0.388666133,3.705339511,7.944733385,0.011736117,0.071014532
WBGene00000784,-2.593880484,10.8466585,439.293222,1.10E-13,1.26E-10
WBGene00000785,-2.661278971,8.938912891,141.7832994,9.88E-10,1.47E-07
WBGene00000786,1.193758875,7.618105387,108.6260124,7.49E-09,7.98E-07
WBGene00000787,-0.203709523,6.549830872,3.577052337,0.075549152,0.255271231
WBGene00000788,-0.307099565,7.909839046,9.829952915,0.005965683,0.042778169
WBGene00000789,0.117519666,9.49474037,1.740890957,0.204323098,0.462953462
WBGene00000792,-0.029568517,3.770211166,0.037235432,0.849246994,0.934210371
WBGene00000793,-0.119411793,5.735232812,1.028914682,0.324472834,0.592634139
WBGene00000794,0.115158069,3.968637653,0.967008659,0.339060429,0.605131002
WBGene00000795,0.495295432,4.861504346,2.20786133,0.155410436,0.395471122
WBGene00000796,-0.114800353,6.74616247,2.367507301,0.142080648,0.375735904
WBGene00000797,0.567610663,1.121434162,1.240642341,0.280672915,0.5480281
WBGene00000798,-0.117639827,4.171674134,1.949374218,0.180417008,0.429962717
WBGene00000799,-1.417056939,3.989755174,54.52481216,9.95E-07,4.01E-05
WBGene00000800,-0.123330265,6.726730039,4.339923503,0.052454944,0.200410043
WBGene00000802,-0.309549928,10.77649144,17.63702456,0.000588573,0.007161718
WBGene00000803,0.125397338,3.988811566,1.123059987,0.303918179,0.571784659
WBGene00000804,-0.077294027,2.711154384,0.171435031,0.683957592,0.850734995
WBGene00000812,-3.58E-05,4.884342283,2.28E-07,0.99962424,0.999807117
WBGene00000813,0.192063886,5.00803879,7.261249418,0.015235235,0.086499297
WBGene00000814,-0.023735375,5.395788101,0.10584939,0.748844699,0.885175969
WBGene00000815,0.253731412,4.114513554,10.60095572,0.004596839,0.035247295
WBGene00000816,-0.058222588,4.480535059,0.248607032,0.624374504,0.818529743
WBGene00000817,0.018240553,4.877420732,0.093551348,0.763381461,0.89317973
WBGene00000818,-0.031124255,5.147386588,0.196000652,0.663486531,0.840934652
WBGene00000819,-0.297005144,0.458833576,0.690339899,0.417435228,0.672963443
WBGene00000820,-0.119654246,2.555496865,0.448665701,0.511863367,0.745145546
WBGene00000822,0.226237174,7.904502257,8.286753367,0.010333673,0.065139448
WBGene00000829,0.416435607,12.42723779,10.84582463,0.004239095,0.033081833
WBGene00000830,0.792300288,6.096885126,34.6043209,1.73E-05,0.000417593
WBGene00000831,0.733314382,6.985416456,30.83778062,3.36E-05,0.000712523
WBGene00000832,-0.335331919,6.693989317,20.70776331,0.000275764,0.003891309
WBGene00000833,-0.62349921,11.73361113,43.21091761,4.47E-06,0.000136355
WBGene00000834,-0.406318172,5.694326222,25.59584003,9.35E-05,0.001633167
WBGene00000835,-0.219536621,3.136396615,3.952012696,0.062974733,0.225229475
WBGene00000836,-0.014177119,6.237539036,0.043095969,0.837983067,0.92801854
WBGene00000837,-0.074008554,6.915937871,2.013261118,0.173799411,0.421892975
WBGene00000838,0.085000349,6.199232553,1.689943397,0.210762709,0.470990468
WBGene00000839,-0.000289694,5.584484976,1.41E-05,0.997044864,0.999114143
WBGene00000840,-0.003603338,6.013116194,0.003789648,0.951622918,0.981839622
WBGene00000841,0.30454784,3.728342755,0.499408704,0.489225098,0.727835964
WBGene00000843,0.100325516,5.263200778,1.370889535,0.257627572,0.525850531
WBGene00000845,-0.171849858,3.30327556,0.986548649,0.33435779,0.6012141
WBGene00000846,0.034177436,4.807549142,0.09059997,0.767024532,0.894908125
WBGene00000853,1.45639411,0.214734201,11.35642047,0.00358951,0.029119384
WBGene00000854,0.045533408,5.44814525,0.262375835,0.615007894,0.812164607
WBGene00000857,-0.076439222,3.70135696,0.2307066,0.637053138,0.826684778
WBGene00000858,-0.068983309,4.536395369,0.701405429,0.413799676,0.670031833
WBGene00000862,0.076856133,3.643434287,0.373328897,0.549186644,0.770202115
WBGene00000863,0.074614265,4.738569288,0.762674707,0.394523751,0.65373299
WBGene00000865,0.307619981,4.114255516,1.615404054,0.220657119,0.481867312
WBGene00000866,0.316639049,1.634005684,1.11477155,0.305654365,0.57281261
WBGene00000867,0.4665967,2.054106821,2.087180922,0.166513739,0.41158402
WBGene00000868,0.261365643,5.010143085,0.726568135,0.40571245,0.663030186
WBGene00000869,0.065609947,9.649709478,0.507649074,0.485713508,0.725441632
WBGene00000870,0.326545643,5.274289957,13.01683928,0.00213776,0.019783153
WBGene00000871,0.067475623,3.676999069,0.394185041,0.53835607,0.762868502
WBGene00000872,0.574179319,6.688008667,52.56377285,1.27E-06,4.86E-05
WBGene00000874,0.047171738,6.61434757,0.567835449,0.461313117,0.707048778
WBGene00000875,0.112951482,4.831656765,0.55047087,0.468137834,0.71308109
